# tot_MC_steps : 4,194,304
  2.000000000000  0.517421305180  0.003981234040  1.337325692177  0.016897266731 -1.783460021019  0.000131813067  0.041573908180  0.000223287061
  1.772870252562  0.491479754448  0.003411553102  1.295923948288  0.013650798239 -1.780725121498  0.000133806083  0.040958438069  0.000217366032
  1.571534466210  0.454401552677  0.003088141093  1.219629168510  0.012068151496 -1.776289105415  0.000136324044  0.040570676327  0.000213231688
  1.393063353010  0.410267174244  0.002720037941  1.141302585602  0.009958379902 -1.769226074219  0.000140054384  0.040338177234  0.000208339829
  1.234860289243  0.355423390865  0.002375731943  1.039752960205  0.008202042431 -1.758365154266  0.000145255879  0.040229603648  0.000201195100
  1.094623536435  0.289616256952  0.002043030458  0.914678871632  0.006551254075 -1.742189168930  0.000152423396  0.040230445564  0.000189767001
  0.970312752750  0.215974867344  0.001667747623  0.767946481705  0.005074394867 -1.718774676323  0.000161873191  0.040303904563  0.000175674257
  0.860119307516  0.141753375530  0.001231057569  0.611775875092  0.003865818493 -1.685626387596  0.000174044544  0.040281381458  0.000158312483
  0.762439966975  0.075792297721  0.000733413617  0.451534032822  0.002888362622 -1.639452934265  0.000188147271  0.039986558259  0.000136822491
  0.675853568407  0.030156295747  0.000290555588  0.299745678902  0.002008321928 -1.576450943947  0.000199279035  0.038851249963  0.000109938046
  0.599100343258  0.009452496655  0.000059331171  0.178102329373  0.001092193532 -1.494159936905  0.000198575057  0.036349035800  0.000078520410
  0.531063588431  0.003389111953  0.000009974718  0.106359839439  0.000585796195 -1.394589424133  0.000182936623  0.032889537513  0.000051638024
  0.470753419074  0.001629793085  0.000002497134  0.069510661066  0.000408463908 -1.283701658249  0.000155367947  0.029336318374  0.000033423839
  0.417292366485  0.000977119547  0.000000953738  0.049480490386  0.000345821929 -1.168500423431  0.000124034617  0.026047207415  0.000022623975
  0.369902611581  0.000679570017  0.000000533809  0.036834962666  0.000357229379 -1.055071353912  0.000094191972  0.023089744151  0.000016254811
  0.327894668208  0.000525728276  0.000000370223  0.030242977664  0.000382780039 -0.947414934635  0.000069913855  0.020486917347  0.000012158645
  0.290657351620  0.000435224036  0.000000299130  0.023792801425  0.000468462764 -0.847664415836  0.000050888531  0.018156100065  0.000009697866
  0.257648886188  0.000379614590  0.000000267164  0.019862115383  0.000562846544 -0.756517112255  0.000036951886  0.016102403402  0.000008077223
  0.228389022964  0.000342524232  0.000000245218  0.016525836661  0.000680089346 -0.674046576023  0.000027035408  0.014268533327  0.000006930951
  0.202452052413  0.000316946476  0.000000216462  0.013974606991  0.000774865272 -0.599831283092  0.000019999485  0.012644898146  0.000006486493
  0.179460610646  0.000299125735  0.000000203355  0.013495933264  0.000801366172 -0.533313870430  0.000015657964  0.011210344732  0.000005979681
  0.159080189061  0.000285785907  0.000000196508  0.010244239122  0.001060088398 -0.473834872246  0.000012723710  0.009945573285  0.000005745508
  0.141014267479  0.000276094477  0.000000188482  0.010249909945  0.001055703848 -0.420811027288  0.000011208814  0.008798503317  0.000005658097
  0.125000000000  0.000268383505  0.000000190107  0.005510894116  0.002004847163 -0.373548358679  0.000010326985  0.007815054618  0.000005511463
